date,capital (balance),cash,asset,proposed_actions,real_actions,close
2017-03-15 04:00:00,8086.056216070948,0.004528670949454215,6.479259999999999,0.99,0.0,1250.0
2017-03-16 04:00:00,8091.061453670948,8010.061453670949,0.06479999999999908,-0.99,-6.41446,1119.21
2017-03-17 04:00:00,8082.514464349449,8081.786977849449,0.0006499999999990819,-0.99,-0.06415,1055.0
2017-03-18 04:00:00,8082.4720526494475,8082.461502649448,9.999999999081815e-06,-0.99,-0.00064,1000.4
2017-03-19 04:00:00,8082.471506649447,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1032.93
2017-03-20 04:00:00,8082.471831949448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1068.56
2017-03-21 04:00:00,8082.472188249448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1090.11
2017-03-22 04:00:00,8082.472403749447,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1038.55
2017-03-23 04:00:00,8082.471888149447,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1013.01
2017-03-24 04:00:00,8082.471632749448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,926.2
2017-03-25 04:00:00,8082.470764649448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,964.18
2017-03-26 04:00:00,8082.471144449448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,974.17
2017-03-27 04:00:00,8082.471244349447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1038.54
2017-03-28 04:00:00,8082.471888049447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1012.0
2017-03-29 04:00:00,8082.471622649447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1041.62
2017-03-30 04:00:00,8082.471918849447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1054.41
2017-03-31 04:00:00,8082.472046749447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1082.63
2017-04-01 04:00:00,8082.472328949448,8082.461502649448,9.999999999081815e-06,0.0,0.0,1086.1
2017-04-02 04:00:00,8082.472363649447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1142.57
2017-04-03 04:00:00,8082.472928349447,8082.461502649448,9.999999999081815e-06,0.0,0.0,1149.47
2017-04-04 04:00:00,8082.472997349448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1139.15
2017-04-05 04:00:00,8082.472894149448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1151.31
2017-04-06 04:00:00,8082.473015749448,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1181.89
2017-04-07 04:00:00,8082.473321549447,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1195.71
2017-04-08 04:00:00,8082.473459749447,8082.461502649448,9.999999999081815e-06,-0.99,-0.0,1188.0
2017-04-09 04:00:00,8074.479758329448,80.83555670350142,6.728649999999999,0.99,6.72864,1211.86
2017-04-10 04:00:00,8234.9373992993,0.8091260728708107,6.794619999999999,0.99,0.06597,1206.97
2017-04-11 04:00:00,8201.710830872671,0.01172847527321319,6.795279999999999,0.99,0.00066,1225.8
2017-04-12 04:00:00,8329.66595247527,0.01172847527321319,6.795279999999999,0.99,0.0,1216.77
2017-04-13 04:00:00,8268.304574075271,0.01172847527321319,6.795279999999999,0.99,0.0,1186.63
2017-04-14 04:00:00,8063.494834875273,0.01172847527321319,6.795279999999999,0.99,0.0,1181.0
2017-04-15 04:00:00,8025.237408475272,0.01172847527321319,6.795279999999999,0.99,0.0,1182.64
2017-04-16 04:00:00,8028.425669950473,7948.053455550474,0.06795999999999935,-0.99,-6.72732,1178.65
2017-04-17 04:00:00,8028.075209978472,8027.273727978473,0.0006799999999993478,-0.99,-0.06728,1197.82
2017-04-18 04:00:00,8028.087443039072,8028.075464839073,9.99999999934777e-06,-0.99,-0.00067,1205.93
2017-04-19 04:00:00,8028.087524139072,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1213.0
2017-04-20 04:00:00,8028.087594839072,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1245.51
2017-04-21 04:00:00,8028.087919939072,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1248.48
2017-04-22 04:00:00,8028.087949639073,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1241.01
2017-04-23 04:00:00,8028.087874939072,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1248.99
2017-04-24 04:00:00,8028.087954739072,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1258.99
2017-04-25 04:00:00,8028.0880547390725,8028.075464839073,9.99999999934777e-06,-0.99,-0.0,1278.9
2017-04-26 04:00:00,8028.088253839072,8028.075464839073,9.99999999934777e-06,0.0,0.0,1301.47
2017-04-27 04:00:00,8028.088479539072,8028.075464839073,9.99999999934777e-06,0.0,0.0,1355.65
2017-04-28 04:00:00,8020.149182636572,80.28897585008417,5.856859999999999,0.99,5.85685,1346.94
2017-04-29 04:00:00,7969.048582137084,0.8073812554895738,5.91581,0.99,0.05895,1339.49
2017-04-30 04:00:00,7924.974927856389,0.016291065299383622,5.916399999999999,0.99,0.00059,1373.89
2017-05-01 04:00:00,8128.4990733264,0.0025384126467309677,5.916409999999999,0.99,1e-05,1443.93
2017-05-02 04:00:00,8542.884429712647,0.0025384126467309677,5.916409999999999,0.99,0.0,1471.52
2017-05-03 04:00:00,8706.118181612646,0.0025384126467309677,5.916409999999999,0.0,0.0,1521.15
2017-05-04 04:00:00,8999.749609912647,0.0025384126467309677,5.916409999999999,0.99,0.0,1587.31
2017-05-05 04:00:00,9391.179295512646,0.0025384126467309677,5.916409999999999,0.99,0.0,1567.99
2017-05-06 04:00:00,9276.874254312646,0.0025384126467309677,5.916409999999999,0.99,0.0,1584.99
2017-05-07 04:00:00,9377.453224312647,0.0025384126467309677,5.916409999999999,0.0,0.0,1616.87
2017-05-08 04:00:00,9566.068375112645,0.0025384126467309677,5.916409999999999,0.0,0.0,1689.5
2017-05-09 04:00:00,9995.777233412646,0.0025384126467309677,5.916409999999999,0.0,0.0,1709.31
2017-05-10 04:00:00,10112.981315512645,0.0025384126467309677,5.916409999999999,0.0,0.0,1783.04
2017-05-11 04:00:00,10549.198224812646,0.0025384126467309677,5.916409999999999,0.99,0.0,1792.04
2017-05-12 04:00:00,10602.445914812646,0.0025384126467309677,5.916409999999999,0.99,0.0,1648.56
2017-05-13 04:00:00,9753.559408012645,0.0025384126467309677,5.916409999999999,0.99,0.0,1795.92
2017-05-14 04:00:00,10625.401585612646,0.0025384126467309677,5.916409999999999,0.99,0.0,1779.71
2017-05-15 04:00:00,10529.496579512646,0.0025384126467309677,5.916409999999999,0.99,0.0,1701.54
2017-05-16 04:00:00,10067.010809812646,0.0025384126467309677,5.916409999999999,0.0,0.0,1800.0
2017-05-17 04:00:00,10649.540538412646,0.0025384126467309677,5.916409999999999,0.0,0.0,1809.56
2017-05-18 04:00:00,10706.101418012646,0.0025384126467309677,5.916409999999999,0.0,0.0,1910.26
2017-05-19 04:00:00,11301.883905012646,0.0025384126467309677,5.916409999999999,0.0,0.0,1979.98
2017-05-20 04:00:00,11714.376010212645,0.0025384126467309677,5.916409999999999,0.0,0.0,2055.99
2017-05-21 04:00:00,12164.082334312645,0.0025384126467309677,5.916409999999999,0.0,0.0,2068.95
2017-05-22 04:00:00,12240.759007912644,0.0025384126467309677,5.916409999999999,0.0,0.0,2175.29
2017-05-23 04:00:00,12869.910047312645,0.0025384126467309677,5.916409999999999,0.0,0.0,2305.17
2017-05-24 04:00:00,13638.333378112646,0.0025384126467309677,5.916409999999999,0.0,0.0,2574.98
2017-05-25 04:00:00,15234.639960212646,0.0025384126467309677,5.916409999999999,0.0,0.0,2475.28
2017-05-26 04:00:00,14644.773883212647,0.0025384126467309677,5.916409999999999,0.0,0.0,2263.87
2017-05-27 04:00:00,13393.985645112645,0.0025384126467309677,5.916409999999999,0.0,0.0,2220.44
2017-05-28 04:00:00,13137.035958812645,0.0025384126467309677,5.916409999999999,0.0,0.0,2207.78
2017-05-29 04:00:00,13062.134208212647,0.0025384126467309677,5.916409999999999,0.0,0.0,2297.6
2017-05-30 04:00:00,13593.546154412645,0.0025384126467309677,5.916409999999999,0.0,0.0,2180.13
2017-05-31 04:00:00,12898.545471712647,0.0025384126467309677,5.916409999999999,0.0,0.0,2368.41
2017-06-01 04:00:00,14012.487146512645,0.0025384126467309677,5.916409999999999,0.0,0.0,2435.66
2017-06-02 04:00:00,14410.365719012645,0.0025384126467309677,5.916409999999999,0.0,0.0,2479.1
2017-06-03 04:00:00,14667.374569412645,0.0025384126467309677,5.916409999999999,0.0,0.0,2512.04
2017-06-04 04:00:00,14862.261114812645,0.0025384126467309677,5.916409999999999,0.0,0.0,2575.08
2017-06-05 04:00:00,15235.231601212645,0.0025384126467309677,5.916409999999999,0.0,0.0,2820.86
2017-06-06 04:00:00,16689.366851012644,0.0025384126467309677,5.916409999999999,0.0,0.0,2860.68
2017-06-07 04:00:00,16924.95829721264,0.0025384126467309677,5.916409999999999,0.0,0.0,2720.82
2017-06-08 04:00:00,16097.489194612646,0.0025384126467309677,5.916409999999999,0.0,0.0,2810.06
2017-06-09 04:00:00,16625.469623012643,0.0025384126467309677,5.916409999999999,0.0,0.0,2825.61
2017-06-10 04:00:00,16717.469798512644,0.0025384126467309677,5.916409999999999,0.0,0.0,2871.23
2017-06-11 04:00:00,16987.376422712645,0.0025384126467309677,5.916409999999999,0.0,0.0,2964.77
2017-06-12 04:00:00,17540.797414112643,0.0025384126467309677,5.916409999999999,0.0,0.0,2654.39
2017-06-13 04:00:00,15704.462078312645,0.0025384126467309677,5.916409999999999,0.0,0.0,2754.37
2017-06-14 04:00:00,16295.984750112644,0.0025384126467309677,5.916409999999999,0.0,0.0,2456.41
2017-06-15 04:00:00,14533.131226512643,0.0025384126467309677,5.916409999999999,0.0,0.0,2385.01
2017-06-16 04:00:00,14110.699552512646,0.0025384126467309677,5.916409999999999,0.0,0.0,2483.23
2017-06-17 04:00:00,14677.264468627445,14530.331749527448,0.05916999999999906,-0.99,-5.85724,2658.35
2017-06-18 04:00:00,14687.470619467946,14685.875609467948,0.0005999999999990596,-0.99,-0.05857,2559.05
2017-06-19 04:00:00,14687.409529628447,14687.38393912845,9.99999999905959e-06,-0.99,-0.00059,2610.0
2017-06-20 04:00:00,14687.410039128446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2748.27
2017-06-21 04:00:00,14687.411421828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2644.32
2017-06-22 04:00:00,14687.410382328446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2713.65
2017-06-23 04:00:00,14687.411075628446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2699.0
2017-06-24 04:00:00,14687.410929128446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2536.73
2017-06-25 04:00:00,14687.409306428446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2545.4
2017-06-26 04:00:00,14687.409393128446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2451.59
2017-06-27 04:00:00,14687.408455028446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2536.85
2017-06-28 04:00:00,14687.409307628446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2569.11
2017-06-29 04:00:00,14687.409630228447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2512.88
2017-06-30 04:00:00,14687.409067928447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2430.87
2017-07-01 04:00:00,14687.408247828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2399.21
2017-07-02 04:00:00,14687.407931228447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2490.6
2017-07-03 04:00:00,14687.408845128446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2625.06
2017-07-04 04:00:00,14687.410189728447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2578.16
2017-07-05 04:00:00,14687.409720728447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2623.05
2017-07-06 04:00:00,14687.410169628447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2590.63
2017-07-07 04:00:00,14687.409845428447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2492.08
2017-07-08 04:00:00,14687.408859928446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2565.49
2017-07-09 04:00:00,14687.409594028446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2506.57
2017-07-10 04:00:00,14687.409004828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2313.48
2017-07-11 04:00:00,14687.407073928447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2264.37
2017-07-12 04:00:00,14687.406582828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2411.64
2017-07-13 04:00:00,14687.408055528447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2317.13
2017-07-14 04:00:00,14687.407110428447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2095.0
2017-07-15 04:00:00,14687.404889128447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2015.91
2017-07-16 04:00:00,14687.404098228448,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,1952.26
2017-07-17 04:00:00,14687.403461728447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2166.67
2017-07-18 04:00:00,14687.405605828448,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2357.18
2017-07-19 04:00:00,14687.407510928448,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2330.01
2017-07-20 04:00:00,14687.407239228447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2731.27
2017-07-21 04:00:00,14687.411251828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2709.99
2017-07-22 04:00:00,14687.411039028446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2826.35
2017-07-23 04:00:00,14687.412202628446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2755.54
2017-07-24 04:00:00,14687.411494528447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2748.73
2017-07-25 04:00:00,14687.411426428447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2503.77
2017-07-26 04:00:00,14687.408976828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2544.32
2017-07-27 04:00:00,14687.409382328447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2673.34
2017-07-28 04:00:00,14687.410672528447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2693.67
2017-07-29 04:00:00,14687.410875828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2701.27
2017-07-30 04:00:00,14687.410951828446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2715.67
2017-07-31 04:00:00,14687.411095828447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2864.56
2017-08-01 04:00:00,14687.412584728447,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2731.16
2017-08-02 04:00:00,14687.411250728446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2719.31
2017-08-03 04:00:00,14687.411132228446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,2783.59
2017-08-04 04:00:00,14687.411775028446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,3092.25
2017-08-05 04:00:00,14687.414861628446,14687.38393912845,9.99999999905959e-06,-0.99,-0.0,3203.3
2017-08-06 04:00:00,14672.890031684447,146.90301420352444,4.5346899999999986,0.99,4.53468,3231.49
2017-08-07 04:00:00,14800.56311451312,1.469790579900831,4.579649999999998,0.99,0.04496,3447.19
2017-08-08 04:00:00,15788.392026260093,0.020521510831762013,4.580069999999998,0.99,0.00042,3381.56
2017-08-09 04:00:00,15487.802030710827,0.020521510831762013,4.580069999999998,0.99,0.0,3328.91
2017-08-10 04:00:00,15246.661345210827,0.020521510831762013,4.580069999999998,0.99,0.0,3421.45
2017-08-11 04:00:00,15670.501023010826,0.020521510831762013,4.580069999999998,0.99,0.0,3659.14
2017-08-12 04:00:00,16759.137861310825,0.020521510831762013,4.580069999999998,0.99,0.0,4047.47
2017-08-13 04:00:00,18537.716444410824,0.020521510831762013,4.580069999999998,0.99,0.0,3975.17
2017-08-14 04:00:00,18206.577383410826,0.020521510831762013,4.580069999999998,0.99,0.0,4408.51
2017-08-15 04:00:00,20191.304917210826,0.020521510831762013,4.580069999999998,0.99,0.0,4078.46
2017-08-16 04:00:00,18679.652813710825,0.020521510831762013,4.580069999999998,0.0,0.0,4271.64
2017-08-17 04:00:00,19564.430736310827,0.020521510831762013,4.580069999999998,0.0,0.0,4266.98
2017-08-18 04:00:00,19543.087610110822,0.020521510831762013,4.580069999999998,0.0,0.0,4120.25
2017-08-19 04:00:00,18871.053939010824,0.020521510831762013,4.580069999999998,0.0,0.0,4079.82
2017-08-20 04:00:00,18685.881708910827,0.020521510831762013,4.580069999999998,0.0,0.0,4043.74
2017-08-21 04:00:00,18520.632783310826,0.020521510831762013,4.580069999999998,0.0,0.0,3829.11
2017-08-22 04:00:00,17537.612359210827,0.020521510831762013,4.580069999999998,0.0,0.0,4100.47
2017-08-23 04:00:00,18780.460154410826,0.020521510831762013,4.580069999999998,0.0,0.0,4132.23
2017-08-24 04:00:00,18925.923177610824,0.020521510831762013,4.580069999999998,0.0,0.0,4354.29
2017-08-25 04:00:00,19942.973521810825,0.020521510831762013,4.580069999999998,0.0,0.0,4371.25
2017-08-26 04:00:00,20020.651509010826,0.020521510831762013,4.580069999999998,0.0,0.0,4369.49
2017-08-27 04:00:00,20012.590585810824,0.020521510831762013,4.580069999999998,0.0,0.0,4287.24
2017-08-28 04:00:00,19635.879828310823,0.020521510831762013,4.580069999999998,0.0,0.0,4385.31
2017-08-29 04:00:00,20085.047293210828,0.020521510831762013,4.580069999999998,0.0,0.0,4599.17
2017-08-30 04:00:00,21064.541063410827,0.020521510831762013,4.580069999999998,0.0,0.0,4625.01
2017-08-31 04:00:00,21182.890072210826,0.020521510831762013,4.580069999999998,0.0,0.0,4760.02
2017-09-01 04:00:00,21801.245322910825,0.020521510831762013,4.580069999999998,0.0,0.0,4828.33
2017-09-02 04:00:00,22114.109904610825,0.020521510831762013,4.580069999999998,0.0,0.0,4658.1
2017-09-03 04:00:00,21334.444588510825,0.020521510831762013,4.580069999999998,0.0,0.0,4549.08
2017-09-04 04:00:00,20835.125357110825,0.020521510831762013,4.580069999999998,0.0,0.0,4124.44
2017-09-05 04:00:00,18890.244432310825,0.020521510831762013,4.580069999999998,0.0,0.0,4483.32
2017-09-06 04:00:00,20533.939953910824,0.020521510831762013,4.580069999999998,0.0,0.0,4506.06
2017-09-07 04:00:00,20638.090745710826,0.020521510831762013,4.580069999999998,0.0,0.0,4617.89
2017-09-08 04:00:00,21150.279973810826,0.020521510831762013,4.580069999999998,0.0,0.0,4337.81
2017-09-09 04:00:00,19867.493968210827,0.020521510831762013,4.580069999999998,0.0,0.0,4219.66
2017-09-10 04:00:00,19326.358697710824,0.020521510831762013,4.580069999999998,0.0,0.0,4336.68
2017-09-11 04:00:00,19842.654854454024,19643.991543654032,0.045809999999998574,-0.99,-4.53426,4284.69
2017-09-12 04:00:00,19840.078881862526,19838.107924462533,0.00045999999999857266,-0.99,-0.04535,3956.08
2017-09-13 04:00:00,19839.925941026526,19839.886380226533,9.999999998572674e-06,-0.99,-0.00045,3800.01
2017-09-14 04:00:00,19839.924380326527,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3359.98
2017-09-15 04:00:00,19839.919980026527,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3709.85
2017-09-16 04:00:00,19839.923478726527,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3657.61
2017-09-17 04:00:00,19839.92295632653,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3798.74
2017-09-18 04:00:00,19839.92436762653,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3989.64
2017-09-19 04:00:00,19839.926276626527,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3877.66
2017-09-20 04:00:00,19839.925156826528,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3820.0
2017-09-21 04:00:00,19839.92458022653,19839.886380226533,9.999999998572674e-06,-0.99,-0.0,3694.23
