date,open,high,low,close,volume,maturity
02/07/2022,585110.0,587590.0,585100.0,586610.0,225253,20240812
02/08/2022,586620.0,588990.0,586090.0,588100.0,156541,20240812
02/09/2022,588000.0,590890.0,588000.0,590000.0,129323,20240812
02/12/2022,588010.0,594400.0,588010.0,589760.0,199513,20240812
02/13/2022,587980.0,590500.0,582620.0,588410.0,467985,20240812
02/14/2022,590700.0,590700.0,587610.0,589500.0,204747,20240812
02/16/2022,587560.0,589600.0,587000.0,589600.0,181838,20240812
02/19/2022,588310.0,592990.0,588000.0,589520.0,698014,20240812
02/20/2022,588500.0,592000.0,580000.0,592000.0,434056,20240812
02/21/2022,591000.0,593970.0,589910.0,593400.0,245202,20240812
02/22/2022,591510.0,596000.0,591230.0,594750.0,329887,20240812
02/23/2022,594000.0,597980.0,593670.0,596500.0,185386,20240812
02/26/2022,595900.0,597000.0,594720.0,597000.0,439659,20240812
02/27/2022,596000.0,597350.0,594500.0,596440.0,354443,20240812
